acceptance_rate,architecture,batch,condition,context,decode_ms,decode_tok_s,draft_kv,draft_model_sha256,draft_tokens_accepted,draft_tokens_proposed,flash_attention,input_tokens_expected,length_class,main_model_sha256,model,model_short,n_max,output_bytes,output_sha256,output_tokens,p_min,parallel,prompt_id,prompt_ms,prompt_sha256,prompt_tok_s,prompt_tokens,quantization,requested_output_tokens,run_key,runtime_commit,seed,status,target_kv,temperature,time_to_first_content_ms,timestamp,top_k,ubatch,wall_ms
0.7835820895522388,dense,512,n6,8192,938.41,272.8018669877772,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,210,268,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,319,d851bdba185057117807cad1ecff75380121c5865307d8c373c2d4ae409d7f84,256,0.0,1,12b-4000-1,1177.729,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3361.5543134286413,3959,QAT Q4_0,256,12b:n6:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1278.416225,2026-08-09T14:45:48+0900,1,512,2217.099313
0.506631299734748,dense,512,n6,8192,1295.206,197.6519565227462,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,191,377,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,966,911742caeb143b5ac39787e81a93b0cd5b4a4a528bec1bd4ebe19c5ba5d19850,256,0.0,1,12b-4000-2,1222.943,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3266.7098957187704,3995,QAT Q4_0,256,12b:n6:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1228.072709,2026-08-09T14:45:50+0900,1,512,2523.38659
0.503957783641161,dense,512,n6,8192,1238.352,206.72635890279983,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,191,379,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,1296,6a4e82eceb20a0d80f3d50cb3fc766cb916df56d5f754a721b5afac004a4a3c5,256,0.0,1,12b-1024-0,467.146,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2179.190231747676,1018,QAT Q4_0,256,12b:n6:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,848.397596,2026-08-09T14:45:52+0900,1,512,2086.902673
0.6612377850162866,dense,512,n6,8192,1028.404,248.92940906492,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,203,307,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,345,7ba7ff7323748c2bb559367e394201c6ddd8293c6e0c59d65f0bb2d69f99f794,256,0.0,1,12b-1024-1,450.475,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2186.5808313446914,985,QAT Q4_0,256,12b:n6:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,452.84093,2026-08-09T14:45:55+0900,1,512,1481.270033
0.3699788583509514,dense,512,n6,8192,1515.457,168.92594115174498,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,175,473,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,654,ac1805da7e56cb998553175234328e8be02f2d826b777904a6a6de0acde9d806,256,0.0,1,12b-1024-2,465.304,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2194.2643948902223,1021,QAT Q4_0,256,12b:n6:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,469.003662,2026-08-09T14:45:56+0900,1,512,1984.583733
0.5677233429394812,dense,512,n6,8192,1172.94,218.25498320459698,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,197,347,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,798,c05d01cc4ac87623323de04cc184ae2ea88e3b43b837dc1418d3999d57097442,256,0.0,1,12b-4000-0,1214.191,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3287.7858590617125,3992,QAT Q4_0,256,12b:n6:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1219.06788,2026-08-09T14:45:58+0900,1,512,2392.188897
0.7103448275862069,dense,512,n6,8192,943.194,271.41818120132234,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,206,290,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,979,2bd29807bf1edb273375d780af6e9e1090e5076ea19a973151acee5cad3386df,256,0.0,1,12b-256-0,94.643,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2292.826727808713,217,QAT Q4_0,256,12b:n6:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,517.600088,2026-08-09T14:46:00+0900,1,512,1460.900761
0.7237762237762237,dense,512,n6,8192,920.027,278.2527034532682,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,207,286,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,711,69047099891dca999f9ff1d2e1f5477f83a5ca9441320e540fb2eb15bef0325a,256,0.0,1,12b-256-1,99.315,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2275.5877762674318,226,QAT Q4_0,256,12b:n6:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,190.817989,2026-08-09T14:46:02+0900,1,512,1110.861686
0.47368421052631576,dense,512,n16,8192,951.386,269.08110903460846,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,225,475,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,319,f4183ece7fa810d91e51053a29b7cbfce5a154bc1596ddc9c4c02bd9de6d4af8,256,0.0,1,12b-4000-0,1203.788,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3316.1985332965605,3992,QAT Q4_0,256,12b:n16:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1220.882055,2026-08-09T14:46:07+0900,1,512,2172.465495
0.39783001808318263,dense,512,n16,8192,1087.126,235.48328344644503,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,220,553,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,320,4946fbfef28981a27131234cdf8733a7b4ad62acb757f298d4677ce2c112db2b,256,0.0,1,12b-4000-1,1216.243,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3255.1060931080387,3959,QAT Q4_0,256,12b:n16:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1220.432314,2026-08-09T14:46:09+0900,1,512,2307.865487
0.23619271445358403,dense,512,n16,8192,1511.966,169.31597668201536,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,201,851,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,840,b279be6fb582d83a46616a7f7ebd2c83ed7a189731f837bbe7df4c8b1d5d280a,256,0.0,1,12b-256-0,117.522,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,1846.4627899457123,217,QAT Q4_0,256,12b:n16:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,490.201022,2026-08-09T14:46:11+0900,1,512,2002.472155
0.24754901960784315,dense,512,n16,8192,1524.796,167.89131136230682,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,202,816,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,609,348a32f381bee249fc64e59daed2112f462c3d8a6a57fbaa44c865eeb5cb9e73,256,0.0,1,12b-1024-0,435.599,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2337.0117929563658,1018,QAT Q4_0,256,12b:n16:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,533.135631,2026-08-09T14:46:13+0900,1,512,2057.988927
0.3630252100840336,dense,512,n16,8192,1127.022,227.14729614861113,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,216,595,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,803,a189acc74fd6ff51f43e3e0a30ac600e5de3a4905cd7fcacc0d70830a24d127e,256,0.0,1,12b-256-2,99.738,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,2205.779141350338,220,QAT Q4_0,256,12b:n16:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,451.452124,2026-08-09T14:46:15+0900,1,512,1578.67411
0.2002063983488132,dense,512,n16,8192,1848.902,138.46055658980302,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,194,969,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,940,9008226657c2da6eb4750e0b9aade85c82d92a15a80a52b2a384ec4972b8b40e,256,0.0,1,12b-4000-2,1207.171,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3309.3903017882303,3995,QAT Q4_0,256,12b:n16:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1375.977107,2026-08-09T14:46:17+0900,1,512,3225.447122
0.20722635494155153,dense,512,n16,8192,1725.011,148.40485075167638,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,195,941,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,564,558cf2c4c72e9dafb3f5d8c6d7a796813214a13cf32d6cdb428e6a5c8857f2a9,256,0.0,1,12b-1024-2,447.045,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2283.8864096455613,1021,QAT Q4_0,256,12b:n16:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,918.032021,2026-08-09T14:46:20+0900,1,512,2643.146224
0.1987704918032787,dense,512,n16,8192,1753.717,145.97566197966947,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,194,976,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,318,ac3a39d1f4b1bd38d483a5d92f272b08a72b1318e9af86b5a62b6b5c65ef5e0e,256,0.0,1,12b-1024-1,458.062,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2150.3639245342333,985,QAT Q4_0,256,12b:n16:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,459.836618,2026-08-09T14:46:23+0900,1,512,2213.931379
0.3745704467353952,dense,512,n16,8192,1062.775,240.87883136129471,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,218,582,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,16,710,e9bb5c44183037ad3f355a122422f562648361177423e5aae604fe0307d3eb87,256,0.0,1,12b-256-1,95.759,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2360.091479652043,226,QAT Q4_0,256,12b:n16:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,445.267689,2026-08-09T14:46:25+0900,1,512,1508.070935
0.7219917012448133,dense,512,n3,8192,1308.868,195.5888599919931,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,174,241,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,985,0c3d9dff43516855ef5dc07ba451bf6b310d415af0c5c2acc96341ff0339cdae,256,0.0,1,12b-4000-2,1193.191,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3348.1647112658407,3995,QAT Q4_0,256,12b:n3:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1209.081229,2026-08-09T14:46:30+0900,1,512,2518.156025
0.66015625,dense,512,n3,8192,1370.323,186.81726862936694,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,169,256,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,466,084108267c896c81c00e7f9115897b433306e9179943cb6eff7fa4acff364d09,256,0.0,1,12b-4000-1,1206.484,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3281.4359742856104,3959,QAT Q4_0,256,12b:n3:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1210.854932,2026-08-09T14:46:33+0900,1,512,2581.346121
0.8387096774193549,dense,512,n3,8192,1194.11,214.38560936597133,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,182,217,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,319,f4183ece7fa810d91e51053a29b7cbfce5a154bc1596ddc9c4c02bd9de6d4af8,256,0.0,1,12b-4000-0,1230.656,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3243.7984294555104,3992,QAT Q4_0,256,12b:n3:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1234.781702,2026-08-09T14:46:35+0900,1,512,2429.019194
0.6550387596899225,dense,512,n3,8192,1323.153,193.47724715131204,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,169,258,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,640,62c354961b35ba9e08700a43e508ffd0b51e38fca3ac69a987e0f804b6e39678,256,0.0,1,12b-1024-0,462.585,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2200.6766324026935,1018,QAT Q4_0,256,12b:n3:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,836.10563,2026-08-09T14:46:38+0900,1,512,2159.532296
0.7119341563786008,dense,512,n3,8192,1272.595,201.16376380545265,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,173,243,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,435,2226dae18f350d2a980c331b59eb775759865131bb7db452e311905eefd2fbdd,256,0.0,1,12b-1024-1,444.68,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2215.076009714851,985,QAT Q4_0,256,12b:n3:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,446.521728,2026-08-09T14:46:40+0900,1,512,1719.151929
0.6436781609195402,dense,512,n3,8192,1345.028,190.33061021777985,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,168,261,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,479,5a6c67153e8693268d02071bd558bddc1c2e6d0841842f915194a8c452b5a924,256,0.0,1,12b-1024-2,452.091,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2258.394880676678,1021,QAT Q4_0,256,12b:n3:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,454.403489,2026-08-09T14:46:42+0900,1,512,1799.799231
0.788546255506608,dense,512,n3,8192,1132.331,226.08230278955537,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,179,227,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,1170,ac3a440897449cc04f3e68d030efc4450db3e6f46eab7213d2ea7d198e165036,256,0.0,1,12b-256-2,115.865,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,1898.761489664696,220,QAT Q4_0,256,12b:n3:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,423.23728,2026-08-09T14:46:43+0900,1,512,1555.836466
0.7850877192982456,dense,512,n3,8192,1122.459,228.07069122346562,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,179,228,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,344,210fface98ab44344b9d8cd16e5f2c7749f070bc4550db2d29d183f1e620ea14,256,0.0,1,12b-256-1,95.632,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2363.2256985109584,226,QAT Q4_0,256,12b:n3:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,188.628654,2026-08-09T14:46:45+0900,1,512,1311.165007
0.6867469879518072,dense,512,n3,8192,1229.961,208.1366807565443,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,171,249,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,3,413,a20aac132b5adf080017e8599cc85d9df4cc64d9051783a6e1a1625db21f7452,256,0.0,1,12b-256-0,96.069,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2258.7931590835756,217,QAT Q4_0,256,12b:n3:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,226.14204,2026-08-09T14:46:46+0900,1,512,1456.437772
0.7294685990338164,dense,512,n2,8192,1478.442,173.15525397682154,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,151,207,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,430,599217f46fd9c20f7a36fd615ee4ad216d0b3b604acb127f9fd7131f0157c679,256,0.0,1,12b-1024-2,450.492,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2266.4109462543174,1021,QAT Q4_0,256,12b:n2:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,464.833394,2026-08-09T14:46:52+0900,1,512,1943.410323
0.8010204081632653,dense,512,n2,8192,1443.552,177.34033827669526,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,157,196,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,985,0c3d9dff43516855ef5dc07ba451bf6b310d415af0c5c2acc96341ff0339cdae,256,0.0,1,12b-4000-2,1223.275,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3265.8233022010586,3995,QAT Q4_0,256,12b:n2:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1227.310785,2026-08-09T14:46:54+0900,1,512,2671.00333
0.77,dense,512,n2,8192,1438.949,177.90762563509895,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,154,200,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,852,d166b95a035de578d146490e93fbdf84b68d302f835b7a9db4bf8782b4931e46,256,0.0,1,12b-1024-0,462.022,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2203.358281640268,1018,QAT Q4_0,256,12b:n2:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,844.319939,2026-08-09T14:46:56+0900,1,512,2283.501491
0.8010204081632653,dense,512,n2,8192,1409.595,181.6124489658377,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,157,196,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,435,2226dae18f350d2a980c331b59eb775759865131bb7db452e311905eefd2fbdd,256,0.0,1,12b-1024-1,440.327,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2236.9738853170484,985,QAT Q4_0,256,12b:n2:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,442.753784,2026-08-09T14:46:59+0900,1,512,1852.546632
0.8907103825136612,dense,512,n2,8192,1362.116,187.94287711178785,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,163,183,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,319,f4183ece7fa810d91e51053a29b7cbfce5a154bc1596ddc9c4c02bd9de6d4af8,256,0.0,1,12b-4000-0,1216.771,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3280.814549327688,3992,QAT Q4_0,256,12b:n2:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1221.699669,2026-08-09T14:47:00+0900,1,512,2583.951992
0.7536945812807881,dense,512,n2,8192,1498.04,170.8899628848362,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,153,203,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,466,084108267c896c81c00e7f9115897b433306e9179943cb6eff7fa4acff364d09,256,0.0,1,12b-4000-1,1231.832,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3213.9122867403994,3959,QAT Q4_0,256,12b:n2:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1236.05422,2026-08-09T14:47:03+0900,1,512,2734.16267
0.8421052631578947,dense,512,n2,8192,1301.153,196.74857607060815,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,160,190,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,1170,ac3a440897449cc04f3e68d030efc4450db3e6f46eab7213d2ea7d198e165036,256,0.0,1,12b-256-2,121.84,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,1805.6467498358502,220,QAT Q4_0,256,12b:n2:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,497.211261,2026-08-09T14:47:06+0900,1,512,1798.597599
0.8421052631578947,dense,512,n2,8192,1312.312,195.0755612994471,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,160,190,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,344,210fface98ab44344b9d8cd16e5f2c7749f070bc4550db2d29d183f1e620ea14,256,0.0,1,12b-256-1,95.012,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2378.6469077590195,226,QAT Q4_0,256,12b:n2:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,191.938164,2026-08-09T14:47:07+0900,1,512,1504.283306
0.75,dense,512,n2,8192,1388.642,184.35277054849269,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,153,204,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,2,413,a20aac132b5adf080017e8599cc85d9df4cc64d9051783a6e1a1625db21f7452,256,0.0,1,12b-256-0,96.009,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2260.2047724692475,217,QAT Q4_0,256,12b:n2:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,227.090594,2026-08-09T14:47:09+0900,1,512,1615.865592
0.3813868613138686,dense,512,n12,8192,1155.913,221.46995491875253,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,209,548,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,12,448,d8e866da4cd883a1fd00f891d62d7f294bde6bb17c5b3eee8bdd57f4bd9df364,256,0.0,1,12b-1024-2,438.876,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2326.3974334436152,1021,QAT Q4_0,256,12b:n12:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,454.965358,2026-08-09T14:47:14+0900,1,512,1611.096536
0.3834862385321101,dense,512,n12,8192,1124.737,227.60876542693978,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,209,545,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,12,969,a83baa4893a1597567922c7f1a3c4be22d4671b1c2d13b251c4fa881374a9950,256,0.0,1,12b-256-0,112.647,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,1926.3717631184143,217,QAT Q4_0,256,12b:n12:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,422.635616,2026-08-09T14:47:16+0900,1,512,1547.581454
